date,state_mx,source,landing_page,dropoff_page,device,browser,sessions,bounce_rate,avg_duration_sec
2026-04-18,Ciudad de México,Social,/nosotros,/nosotros,Mobile,Chrome,211,0.644,120
2026-04-18,Baja California,CPC,/home,/servicios,Mobile,Safari,25,0.578,131
2026-04-18,Ciudad de México,Organic,/contacto,/exit,Mobile,Chrome,274,0.48,141
2026-04-18,Chihuahua,Social,/contacto,/exit,Mobile,Edge,13,0.662,109
2026-04-18,Tamaulipas,Organic,/home,/contacto,Mobile,Chrome,22,0.598,172
2026-04-18,Ciudad de México,CPC,/home,/servicios,Mobile,Safari,229,0.631,128
2026-04-18,Nuevo León,Direct,/contacto,/exit,Desktop,Chrome,57,0.3,204
2026-04-18,Yucatán,Direct,/home,/exit,Desktop,Chrome,39,0.358,175
2026-04-18,Querétaro,CPC,/nosotros,/servicios,Mobile,Chrome,51,0.752,124
2026-04-18,Jalisco,Organic,/blog,/home,Desktop,Edge,111,0.484,267
2026-04-18,Coahuila,Social,/blog,/exit,Tablet,Chrome,16,0.674,229
2026-04-19,Ciudad de México,CPC,/nosotros,/exit,Desktop,Chrome,262,0.481,144
2026-04-19,Jalisco,CPC,/contacto,/home,Mobile,Edge,75,0.6,103
2026-04-19,Nuevo León,Direct,/nosotros,/contacto,Desktop,Chrome,81,0.314,173
2026-04-19,Nuevo León,CPC,/contacto,/blog,Tablet,Chrome,62,0.49,117
2026-04-19,Jalisco,CPC,/servicios,/exit,Mobile,Chrome,100,0.644,161
2026-04-19,Ciudad de México,Social,/servicios,/exit,Desktop,Chrome,227,0.551,197
2026-04-19,Tamaulipas,Social,/nosotros,/exit,Desktop,Chrome,14,0.466,151
2026-04-19,Baja California,CPC,/blog,/exit,Mobile,Chrome,24,0.733,188
2026-04-19,Ciudad de México,Email,/blog,/exit,Desktop,Edge,277,0.543,230
2026-04-19,Ciudad de México,Organic,/nosotros,/exit,Desktop,Safari,238,0.333,118
2026-04-19,Ciudad de México,CPC,/contacto,/exit,Mobile,Chrome,196,0.552,91
2026-04-19,Nuevo León,Direct,/servicios,/exit,Mobile,Chrome,93,0.455,203
2026-04-19,Guanajuato,Social,/blog,/exit,Desktop,Edge,25,0.628,195
2026-04-19,Quintana Roo,Organic,/home,/contacto,Mobile,Chrome,25,0.538,142
2026-04-19,Ciudad de México,Social,/servicios,/servicios,Mobile,Chrome,181,0.785,140
2026-04-19,Morelos,Organic,/home,/contacto,Desktop,Chrome,6,0.423,176
2026-04-19,Nuevo León,Organic,/servicios,/contacto,Desktop,Chrome,87,0.467,212
2026-04-19,Nuevo León,CPC,/contacto,/servicios,Mobile,Chrome,68,0.645,96
2026-04-19,Estado de México,Organic,/servicios,/exit,Mobile,Safari,61,0.617,181
2026-04-19,Jalisco,Organic,/nosotros,/exit,Mobile,Firefox,100,0.5,151
2026-04-19,Ciudad de México,Email,/servicios,/exit,Mobile,Safari,275,0.605,145
2026-04-20,Ciudad de México,Organic,/home,/nosotros,Mobile,Chrome,368,0.522,123
2026-04-20,Ciudad de México,Organic,/home,/nosotros,Desktop,Chrome,315,0.429,198
2026-04-20,Ciudad de México,Social,/home,/exit,Mobile,Chrome,287,0.587,134
2026-04-20,Estado de México,CPC,/nosotros,/servicios,Mobile,Safari,88,0.716,73
2026-04-20,Jalisco,CPC,/servicios,/exit,Mobile,Chrome,141,0.725,143
2026-04-20,Chihuahua,Direct,/home,/exit,Desktop,Chrome,14,0.389,170
2026-04-20,Nuevo León,Email,/servicios,/exit,Mobile,Chrome,146,0.584,128
2026-04-20,Guanajuato,Organic,/servicios,/exit,Desktop,Chrome,39,0.528,170
2026-04-20,Ciudad de México,Social,/home,/nosotros,Mobile,Chrome,429,0.719,91
2026-04-20,Nuevo León,CPC,/servicios,/exit,Desktop,Chrome,86,0.597,197
2026-04-20,Nuevo León,CPC,/blog,/exit,Mobile,Chrome,144,0.682,182
2026-04-20,Sonora,CPC,/home,/exit,Mobile,Safari,25,0.724,111
2026-04-20,Jalisco,CPC,/servicios,/contacto,Desktop,Chrome,160,0.566,200
2026-04-20,Chihuahua,CPC,/contacto,/exit,Mobile,Firefox,27,0.632,124
2026-04-20,Ciudad de México,Email,/nosotros,/nosotros,Mobile,Chrome,285,0.509,123
2026-04-20,Ciudad de México,CPC,/home,/servicios,Mobile,Opera,322,0.561,105
2026-04-20,Quintana Roo,Email,/contacto,/servicios,Desktop,Edge,40,0.349,150
2026-04-21,Baja California,Organic,/blog,/exit,Desktop,Chrome,26,0.567,235
2026-04-21,Querétaro,Social,/home,/servicios,Mobile,Chrome,55,0.716,88
2026-04-21,Nuevo León,Organic,/nosotros,/servicios,Mobile,Chrome,142,0.565,132
2026-04-21,Nuevo León,Direct,/nosotros,/nosotros,Desktop,Chrome,130,0.369,201
2026-04-21,Estado de México,Organic,/nosotros,/exit,Tablet,Edge,124,0.469,160
2026-04-21,Quintana Roo,Organic,/blog,/contacto,Desktop,Chrome,32,0.501,281
2026-04-21,Hidalgo,CPC,/contacto,/blog,Mobile,Chrome,14,0.552,74
2026-04-21,Querétaro,Organic,/blog,/exit,Desktop,Chrome,54,0.443,234
2026-04-21,Jalisco,Organic,/contacto,/exit,Mobile,Chrome,166,0.478,174
2026-04-21,Quintana Roo,CPC,/home,/blog,Mobile,Chrome,39,0.725,112
2026-04-21,Ciudad de México,Organic,/contacto,/home,Desktop,Chrome,396,0.304,152
2026-04-21,Estado de México,Organic,/contacto,/exit,Desktop,Chrome,127,0.355,165
2026-04-21,Jalisco,CPC,/contacto,/home,Desktop,Safari,164,0.377,123
2026-04-21,Sonora,Social,/blog,/exit,Desktop,Safari,23,0.651,164
2026-04-21,Jalisco,Organic,/servicios,/exit,Desktop,Chrome,107,0.373,208
2026-04-21,Ciudad de México,CPC,/servicios,/home,Mobile,Chrome,418,0.66,118
2026-04-21,Baja California,Organic,/home,/exit,Desktop,Chrome,31,0.488,164
2026-04-22,Estado de México,CPC,/servicios,/exit,Mobile,Chrome,119,0.627,153
2026-04-22,Yucatán,CPC,/home,/servicios,Tablet,Safari,42,0.617,131
2026-04-22,Querétaro,Email,/home,/nosotros,Desktop,Chrome,73,0.49,148
2026-04-22,Yucatán,CPC,/blog,/exit,Mobile,Chrome,43,0.76,184
2026-04-22,Hidalgo,Social,/servicios,/exit,Mobile,Chrome,15,0.697,133
2026-04-22,Baja California,Direct,/home,/exit,Desktop,Chrome,31,0.327,180
2026-04-22,Ciudad de México,Organic,/servicios,/exit,Mobile,Chrome,320,0.534,154
2026-04-22,Ciudad de México,Social,/contacto,/home,Mobile,Chrome,381,0.604,108
2026-04-22,Veracruz,Organic,/home,/blog,Desktop,Chrome,32,0.372,186
2026-04-22,Nuevo León,CPC,/contacto,/blog,Mobile,Chrome,129,0.531,79
2026-04-22,Quintana Roo,Social,/contacto,/exit,Mobile,Firefox,24,0.677,116
2026-04-22,Estado de México,Direct,/blog,/servicios,Mobile,Safari,138,0.58,229
2026-04-22,Querétaro,Organic,/contacto,/exit,Mobile,Safari,91,0.439,145
2026-04-22,Jalisco,Organic,/nosotros,/exit,Mobile,Safari,130,0.626,155
2026-04-22,Chihuahua,Organic,/blog,/exit,Mobile,Chrome,19,0.705,163
2026-04-22,Ciudad de México,Organic,/nosotros,/blog,Desktop,Safari,308,0.47,156
2026-04-22,Jalisco,Organic,/contacto,/home,Desktop,Chrome,123,0.386,162
2026-04-22,Guanajuato,CPC,/contacto,/exit,Desktop,Edge,59,0.444,133
2026-04-22,Ciudad de México,Organic,/servicios,/nosotros,Desktop,Chrome,280,0.469,214
2026-04-22,Ciudad de México,CPC,/contacto,/exit,Mobile,Chrome,385,0.55,119
2026-04-22,Tamaulipas,Social,/nosotros,/exit,Tablet,Safari,20,0.594,159
2026-04-22,Ciudad de México,Social,/nosotros,/contacto,Mobile,Safari,322,0.75,121
2026-04-23,Puebla,CPC,/blog,/contacto,Desktop,Edge,64,0.573,196
2026-04-23,Querétaro,Direct,/servicios,/contacto,Mobile,Chrome,66,0.413,185
2026-04-23,Querétaro,CPC,/home,/contacto,Mobile,Chrome,60,0.668,131
2026-04-23,Guanajuato,Organic,/home,/contacto,Mobile,Safari,46,0.509,126
2026-04-23,Nuevo León,Organic,/servicios,/exit,Mobile,Chrome,84,0.606,173
2026-04-23,Ciudad de México,Email,/home,/exit,Desktop,Chrome,381,0.463,141
2026-04-23,Querétaro,CPC,/nosotros,/exit,Mobile,Chrome,82,0.607,100
2026-04-23,Ciudad de México,Social,/home,/blog,Desktop,Chrome,309,0.6,147
2026-04-23,Veracruz,Social,/servicios,/contacto,Desktop,Chrome,21,0.584,158
2026-04-23,Yucatán,Organic,/contacto,/exit,Desktop,Edge,61,0.312,168
2026-04-23,Ciudad de México,CPC,/nosotros,/blog,Mobile,Safari,394,0.616,121
2026-04-23,Yucatán,Direct,/contacto,/nosotros,Mobile,Chrome,35,0.378,151
2026-04-23,Ciudad de México,Social,/blog,/home,Desktop,Chrome,321,0.626,232
2026-04-23,Estado de México,CPC,/servicios,/nosotros,Tablet,Chrome,129,0.588,194
2026-04-23,Nuevo León,Email,/nosotros,/exit,Desktop,Safari,142,0.429,125
2026-04-23,Puebla,Organic,/blog,/exit,Mobile,Chrome,60,0.729,244
2026-04-24,Quintana Roo,Social,/home,/servicios,Mobile,Chrome,26,0.618,97
2026-04-24,Tamaulipas,CPC,/contacto,/home,Desktop,Chrome,25,0.406,130
2026-04-24,Ciudad de México,Social,/home,/exit,Desktop,Chrome,337,0.484,127
2026-04-24,Jalisco,Social,/blog,/exit,Tablet,Chrome,133,0.652,217
2026-04-24,Ciudad de México,Social,/contacto,/exit,Desktop,Chrome,305,0.489,191
2026-04-24,Nuevo León,CPC,/contacto,/home,Mobile,Chrome,89,0.567,123
2026-04-24,Estado de México,Organic,/blog,/exit,Mobile,Safari,141,0.671,175
2026-04-24,Aguascalientes,CPC,/home,/contacto,Mobile,Chrome,12,0.543,72
2026-04-24,Puebla,Organic,/contacto,/exit,Mobile,Firefox,67,0.5,148
2026-04-24,Puebla,Social,/nosotros,/blog,Mobile,Firefox,49,0.714,142
2026-04-24,Tamaulipas,Organic,/servicios,/exit,Desktop,Chrome,18,0.478,169
2026-04-24,Jalisco,Social,/nosotros,/exit,Mobile,Chrome,170,0.774,106
2026-04-24,Jalisco,Organic,/contacto,/exit,Desktop,Edge,147,0.353,183
2026-04-24,Estado de México,Organic,/contacto,/home,Desktop,Chrome,96,0.336,172
2026-04-24,Estado de México,Organic,/nosotros,/exit,Mobile,Safari,96,0.585,153
2026-04-24,Ciudad de México,Email,/nosotros,/servicios,Mobile,Chrome,377,0.537,129
2026-04-25,Ciudad de México,Organic,/home,/exit,Desktop,Chrome,262,0.385,177
2026-04-25,Ciudad de México,Email,/servicios,/contacto,Mobile,Safari,174,0.527,140
2026-04-25,Nuevo León,Organic,/home,/exit,Desktop,Chrome,57,0.36,174
2026-04-25,Nuevo León,Organic,/blog,/nosotros,Mobile,Chrome,74,0.746,171
2026-04-25,Ciudad de México,CPC,/blog,/nosotros,Desktop,Chrome,244,0.608,191
2026-04-25,Ciudad de México,CPC,/servicios,/exit,Mobile,Firefox,276,0.606,126
2026-04-25,Coahuila,Organic,/blog,/exit,Mobile,Chrome,19,0.653,224
2026-04-25,Coahuila,CPC,/nosotros,/servicios,Desktop,Firefox,16,0.5,119
2026-04-25,Tamaulipas,Social,/home,/servicios,Mobile,Chrome,22,0.669,114
2026-04-25,Jalisco,Social,/servicios,/home,Mobile,Chrome,119,0.666,156
2026-04-25,Jalisco,CPC,/home,/home,Mobile,Edge,86,0.687,100
2026-04-25,Sonora,Direct,/contacto,/servicios,Mobile,Chrome,18,0.329,151
2026-04-25,Jalisco,Organic,/nosotros,/blog,Mobile,Safari,86,0.57,140
2026-04-25,Quintana Roo,Direct,/home,/exit,Mobile,Chrome,26,0.444,184
2026-04-25,Quintana Roo,CPC,/servicios,/nosotros,Desktop,Chrome,26,0.51,202
2026-04-25,Querétaro,Social,/servicios,/contacto,Mobile,Chrome,55,0.662,172
2026-04-25,Quintana Roo,CPC,/blog,/home,Desktop,Chrome,25,0.59,235
2026-04-25,Ciudad de México,Organic,/servicios,/exit,Mobile,Chrome,187,0.553,140
2026-04-25,Ciudad de México,Organic,/blog,/exit,Mobile,Chrome,219,0.574,212
2026-04-26,Ciudad de México,Social,/nosotros,/home,Mobile,Chrome,213,0.71,107
2026-04-26,Jalisco,Organic,/nosotros,/exit,Tablet,Safari,86,0.506,198
2026-04-26,Ciudad de México,Social,/blog,/exit,Mobile,Chrome,169,0.768,157
2026-04-26,Ciudad de México,CPC,/home,/exit,Mobile,Chrome,178,0.655,134
2026-04-26,Ciudad de México,Social,/servicios,/home,Desktop,Chrome,161,0.529,163
2026-04-26,Yucatán,Organic,/blog,/exit,Mobile,Safari,36,0.727,214
2026-04-26,Puebla,Social,/contacto,/exit,Mobile,Chrome,48,0.609,111
2026-04-26,Jalisco,Social,/nosotros,/exit,Mobile,Chrome,98,0.692,126
2026-04-26,Jalisco,Social,/contacto,/servicios,Mobile,Edge,98,0.599,128
2026-04-26,Jalisco,Organic,/servicios,/exit,Desktop,Chrome,101,0.436,185
2026-04-26,Guanajuato,Social,/contacto,/exit,Mobile,Chrome,34,0.577,105
2026-04-26,Querétaro,Organic,/servicios,/blog,Mobile,Chrome,30,0.547,169
2026-04-26,Estado de México,Direct,/contacto,/servicios,Desktop,Chrome,61,0.372,188
2026-04-26,Querétaro,Direct,/home,/nosotros,Desktop,Chrome,55,0.369,156
2026-04-26,Ciudad de México,CPC,/blog,/home,Mobile,Safari,185,0.806,197
2026-04-26,Estado de México,Organic,/servicios,/exit,Mobile,Chrome,69,0.577,145
2026-04-26,Puebla,Social,/servicios,/exit,Mobile,Chrome,37,0.614,138
2026-04-26,Tamaulipas,Direct,/blog,/nosotros,Desktop,Opera,17,0.37,235
2026-04-27,Jalisco,CPC,/nosotros,/nosotros,Desktop,Chrome,131,0.577,142
2026-04-27,Estado de México,Email,/servicios,/blog,Mobile,Chrome,96,0.622,133
2026-04-27,Estado de México,CPC,/servicios,/servicios,Mobile,Chrome,98,0.66,176
2026-04-27,Ciudad de México,CPC,/blog,/exit,Desktop,Safari,267,0.565,201
2026-04-27,Guanajuato,CPC,/blog,/nosotros,Mobile,Chrome,59,0.763,176
2026-04-27,Yucatán,Social,/nosotros,/home,Desktop,Edge,49,0.512,142
2026-04-27,Nuevo León,Organic,/nosotros,/exit,Mobile,Safari,142,0.615,150
2026-04-27,Yucatán,Organic,/home,/exit,Mobile,Chrome,43,0.484,140
2026-04-27,Ciudad de México,Organic,/contacto,/servicios,Desktop,Chrome,363,0.36,177
2026-04-27,Yucatán,Organic,/nosotros,/nosotros,Desktop,Chrome,44,0.389,192
2026-04-27,Yucatán,Organic,/nosotros,/exit,Mobile,Safari,45,0.585,157
2026-04-27,Yucatán,Direct,/contacto,/exit,Mobile,Chrome,58,0.477,157
2026-04-27,Ciudad de México,CPC,/contacto,/servicios,Mobile,Chrome,345,0.513,107
2026-04-27,Tabasco,Social,/contacto,/home,Desktop,Chrome,9,0.494,171
2026-04-27,Ciudad de México,CPC,/blog,/exit,Tablet,Chrome,420,0.656,207
2026-04-27,Coahuila,Social,/home,/exit,Mobile,Chrome,27,0.708,121
2026-04-27,Aguascalientes,CPC,/contacto,/blog,Desktop,Chrome,9,0.515,148
2026-04-28,Querétaro,Organic,/home,/exit,Tablet,Chrome,84,0.595,155
2026-04-28,Ciudad de México,Organic,/nosotros,/contacto,Mobile,Chrome,370,0.513,152
2026-04-28,Nuevo León,Organic,/servicios,/blog,Desktop,Chrome,97,0.416,187
2026-04-28,Ciudad de México,Social,/nosotros,/exit,Desktop,Edge,429,0.504,126
2026-04-28,Ciudad de México,Organic,/servicios,/nosotros,Mobile,Safari,408,0.58,131
2026-04-28,Nuevo León,CPC,/blog,/servicios,Mobile,Firefox,95,0.774,208
2026-04-28,Querétaro,Organic,/servicios,/blog,Desktop,Chrome,48,0.408,179
2026-04-28,Nuevo León,CPC,/nosotros,/contacto,Desktop,Chrome,92,0.518,163
2026-04-28,Aguascalientes,Direct,/servicios,/exit,Tablet,Chrome,11,0.419,198
2026-04-28,Jalisco,CPC,/home,/exit,Mobile,Chrome,173,0.557,141
2026-04-28,Estado de México,CPC,/home,/contacto,Desktop,Safari,100,0.537,136
2026-04-28,Estado de México,Email,/home,/blog,Mobile,Chrome,104,0.576,100
2026-04-28,Ciudad de México,Organic,/servicios,/contacto,Desktop,Safari,362,0.426,189
2026-04-28,Yucatán,Direct,/nosotros,/blog,Desktop,Chrome,37,0.263,170
2026-04-28,Ciudad de México,CPC,/servicios,/exit,Mobile,Safari,257,0.631,118
2026-04-28,Ciudad de México,Social,/contacto,/exit,Desktop,Firefox,313,0.499,148
2026-04-28,Jalisco,Direct,/servicios,/servicios,Desktop,Chrome,164,0.301,240
2026-04-28,Aguascalientes,Organic,/servicios,/home,Mobile,Edge,9,0.475,177
2026-04-29,Quintana Roo,CPC,/nosotros,/contacto,Mobile,Chrome,30,0.652,138
2026-04-29,Querétaro,CPC,/servicios,/home,Desktop,Chrome,63,0.555,152
2026-04-29,Baja California,Organic,/nosotros,/exit,Desktop,Chrome,28,0.371,152
2026-04-29,Estado de México,Social,/contacto,/blog,Mobile,Chrome,77,0.563,149
2026-04-29,Baja California,Social,/nosotros,/home,Desktop,Chrome,40,0.515,161
2026-04-29,Ciudad de México,Organic,/contacto,/exit,Mobile,Chrome,332,0.413,155
2026-04-29,Ciudad de México,CPC,/contacto,/contacto,Desktop,Edge,342,0.409,146
2026-04-29,Querétaro,Social,/home,/contacto,Tablet,Chrome,83,0.647,81
2026-04-29,Nuevo León,Organic,/home,/exit,Desktop,Chrome,133,0.441,155
2026-04-29,Estado de México,Organic,/blog,/nosotros,Mobile,Safari,108,0.676,195
2026-04-29,Baja California,Direct,/home,/exit,Mobile,Chrome,38,0.518,141
2026-04-29,Jalisco,Social,/contacto,/blog,Mobile,Safari,164,0.601,114
2026-04-29,Estado de México,Organic,/home,/exit,Desktop,Safari,89,0.404,185
2026-04-29,Estado de México,Organic,/home,/exit,Desktop,Chrome,125,0.42,156
2026-04-29,Ciudad de México,Direct,/blog,/servicios,Mobile,Safari,293,0.55,224
2026-04-29,Ciudad de México,Organic,/contacto,/servicios,Mobile,Safari,306,0.493,118
2026-04-29,Yucatán,Organic,/contacto,/exit,Desktop,Safari,33,0.283,177
2026-04-29,Estado de México,Organic,/contacto,/exit,Tablet,Safari,93,0.478,189
2026-04-29,Guanajuato,Organic,/servicios,/blog,Desktop,Chrome,39,0.346,192
2026-04-29,Puebla,Organic,/contacto,/exit,Mobile,Chrome,49,0.474,153
2026-04-30,Tamaulipas,Social,/blog,/exit,Desktop,Chrome,24,0.642,211
2026-04-30,Chihuahua,Organic,/nosotros,/servicios,Mobile,Chrome,28,0.538,130
2026-04-30,Quintana Roo,Social,/nosotros,/contacto,Desktop,Chrome,30,0.575,154
2026-04-30,Querétaro,Social,/servicios,/exit,Mobile,Firefox,78,0.62,161
2026-04-30,Puebla,Social,/home,/servicios,Desktop,Chrome,49,0.51,148
2026-04-30,Yucatán,CPC,/home,/nosotros,Mobile,Chrome,52,0.6,111
2026-04-30,Nuevo León,CPC,/nosotros,/home,Mobile,Firefox,100,0.661,96
2026-04-30,Yucatán,CPC,/home,/exit,Mobile,Safari,57,0.701,131
2026-04-30,Jalisco,Organic,/nosotros,/home,Mobile,Chrome,112,0.536,163
2026-04-30,Ciudad de México,Organic,/home,/exit,Mobile,Chrome,371,0.521,137
2026-04-30,Estado de México,Organic,/contacto,/exit,Desktop,Chrome,121,0.338,131
2026-04-30,Tabasco,CPC,/servicios,/exit,Desktop,Chrome,12,0.512,173
2026-04-30,Estado de México,Email,/home,/blog,Mobile,Chrome,123,0.514,95
2026-04-30,Nuevo León,CPC,/servicios,/blog,Mobile,Chrome,112,0.666,134
2026-04-30,Tabasco,Social,/home,/servicios,Mobile,Chrome,16,0.707,113
2026-04-30,Ciudad de México,Social,/contacto,/exit,Desktop,Edge,363,0.407,144
2026-04-30,Nuevo León,CPC,/contacto,/contacto,Mobile,Chrome,140,0.566,156
2026-05-01,Jalisco,Email,/home,/contacto,Desktop,Safari,180,0.481,168
2026-05-01,Morelos,Email,/home,/contacto,Desktop,Chrome,11,0.349,150
2026-05-01,Aguascalientes,Organic,/blog,/exit,Desktop,Safari,18,0.53,215
2026-05-01,Estado de México,CPC,/blog,/blog,Desktop,Chrome,77,0.591,187
2026-05-01,Ciudad de México,CPC,/blog,/exit,Mobile,Chrome,361,0.714,181
2026-05-01,Ciudad de México,Social,/blog,/exit,Mobile,Chrome,235,0.683,156
2026-05-01,Guanajuato,Social,/servicios,/contacto,Mobile,Chrome,52,0.668,149
2026-05-01,Ciudad de México,Direct,/nosotros,/exit,Mobile,Chrome,286,0.465,144
2026-05-01,Estado de México,Direct,/home,/servicios,Mobile,Chrome,108,0.444,183
2026-05-01,Yucatán,CPC,/nosotros,/blog,Mobile,Safari,50,0.764,118
2026-05-01,Nuevo León,Social,/home,/servicios,Tablet,Safari,123,0.641,140
2026-05-01,Veracruz,Direct,/home,/blog,Mobile,Chrome,28,0.482,125
2026-05-01,Guanajuato,CPC,/servicios,/nosotros,Mobile,Chrome,29,0.654,141
2026-05-01,Ciudad de México,Organic,/blog,/blog,Mobile,Chrome,239,0.723,213
2026-05-01,Chihuahua,Organic,/home,/servicios,Desktop,Chrome,27,0.37,138
2026-05-01,Estado de México,Email,/blog,/blog,Desktop,Safari,115,0.447,179
2026-05-01,Ciudad de México,CPC,/blog,/servicios,Desktop,Safari,392,0.608,193
2026-05-01,Jalisco,Organic,/nosotros,/home,Tablet,Chrome,184,0.456,163
2026-05-01,Nuevo León,Organic,/home,/exit,Desktop,Chrome,132,0.449,171
2026-05-01,Guanajuato,Social,/home,/exit,Mobile,Chrome,52,0.706,128
2026-05-02,Estado de México,CPC,/nosotros,/blog,Tablet,Chrome,76,0.556,145
2026-05-02,San Luis Potosí,Social,/blog,/nosotros,Mobile,Chrome,2,0.685,146
2026-05-02,Ciudad de México,CPC,/nosotros,/exit,Tablet,Chrome,189,0.566,150
2026-05-02,Jalisco,Organic,/blog,/contacto,Desktop,Edge,118,0.517,225
2026-05-02,Ciudad de México,Social,/home,/exit,Desktop,Chrome,240,0.447,138
2026-05-02,Nuevo León,Email,/home,/nosotros,Mobile,Chrome,68,0.497,122
2026-05-02,Sonora,Organic,/home,/exit,Desktop,Edge,11,0.32,177
2026-05-02,Ciudad de México,Social,/home,/exit,Mobile,Chrome,257,0.651,118
2026-05-02,Estado de México,Social,/contacto,/servicios,Mobile,Chrome,85,0.56,144
2026-05-02,Guanajuato,CPC,/contacto,/servicios,Mobile,Safari,36,0.586,91
2026-05-02,Jalisco,Organic,/blog,/exit,Mobile,Chrome,86,0.719,229
2026-05-02,Querétaro,CPC,/home,/home,Mobile,Edge,34,0.632,92
2026-05-02,Jalisco,Social,/servicios,/blog,Desktop,Chrome,105,0.505,177
2026-05-02,Ciudad de México,Social,/contacto,/exit,Desktop,Safari,235,0.467,146
2026-05-02,Ciudad de México,Organic,/blog,/exit,Mobile,Chrome,286,0.676,235
2026-05-02,Puebla,Organic,/nosotros,/contacto,Mobile,Safari,27,0.615,146
2026-05-02,Ciudad de México,Organic,/nosotros,/home,Desktop,Edge,253,0.469,198
2026-05-02,Nuevo León,Organic,/contacto,/contacto,Desktop,Safari,75,0.363,179
2026-05-02,Ciudad de México,Organic,/servicios,/home,Mobile,Chrome,225,0.592,162
2026-05-03,Nuevo León,CPC,/blog,/exit,Mobile,Safari,62,0.804,185
2026-05-03,Ciudad de México,Organic,/blog,/servicios,Mobile,Chrome,189,0.678,180
2026-05-03,Querétaro,Organic,/home,/nosotros,Tablet,Edge,46,0.4,151
2026-05-03,Ciudad de México,Social,/blog,/nosotros,Desktop,Chrome,180,0.722,190
2026-05-03,Nuevo León,Organic,/contacto,/home,Tablet,Safari,82,0.438,144
2026-05-03,Ciudad de México,CPC,/nosotros,/exit,Mobile,Safari,170,0.663,182
2026-05-03,Ciudad de México,Social,/contacto,/exit,Mobile,Chrome,159,0.583,117
2026-05-03,Puebla,Organic,/home,/exit,Desktop,Chrome,29,0.389,167
2026-05-03,Yucatán,Social,/servicios,/exit,Desktop,Chrome,24,0.538,167
2026-05-03,Tamaulipas,Social,/blog,/contacto,Desktop,Chrome,12,0.659,231
2026-05-03,Ciudad de México,Social,/servicios,/exit,Mobile,Opera,236,0.682,113
2026-05-03,Jalisco,Direct,/home,/servicios,Mobile,Chrome,87,0.376,155
2026-05-03,Nuevo León,CPC,/nosotros,/exit,Desktop,Edge,89,0.549,180
2026-05-03,Ciudad de México,CPC,/home,/servicios,Mobile,Firefox,187,0.548,116
2026-05-03,Estado de México,CPC,/contacto,/exit,Mobile,Firefox,71,0.512,124
2026-05-03,Jalisco,Organic,/contacto,/exit,Desktop,Chrome,89,0.311,144
2026-05-03,Nuevo León,Social,/nosotros,/blog,Mobile,Chrome,60,0.698,127
2026-05-03,Nuevo León,Email,/blog,/blog,Desktop,Chrome,97,0.51,196
2026-05-03,Hidalgo,Direct,/servicios,/servicios,Desktop,Safari,7,0.282,204
2026-05-03,Jalisco,Organic,/blog,/servicios,Desktop,Safari,88,0.495,233
2026-05-04,Nuevo León,CPC,/blog,/servicios,Mobile,Chrome,157,0.784,178
2026-05-04,Puebla,CPC,/contacto,/exit,Mobile,Firefox,73,0.567,122
2026-05-04,Nuevo León,Organic,/home,/nosotros,Desktop,Chrome,147,0.402,182
2026-05-04,Querétaro,Organic,/blog,/servicios,Mobile,Safari,57,0.604,164
2026-05-04,Hidalgo,CPC,/contacto,/exit,Mobile,Chrome,15,0.517,132
2026-05-04,Nuevo León,CPC,/blog,/exit,Mobile,Chrome,143,0.762,217
2026-05-04,Guanajuato,CPC,/nosotros,/exit,Mobile,Chrome,42,0.676,127
2026-05-04,Morelos,CPC,/contacto,/exit,Mobile,Firefox,11,0.554,104
2026-05-04,Ciudad de México,CPC,/servicios,/blog,Desktop,Edge,316,0.417,175
2026-05-04,Jalisco,CPC,/servicios,/home,Mobile,Safari,101,0.628,167
2026-05-04,Querétaro,Organic,/servicios,/contacto,Desktop,Chrome,79,0.514,203
2026-05-04,Nuevo León,Email,/nosotros,/contacto,Desktop,Chrome,149,0.521,140
2026-05-04,Jalisco,Social,/contacto,/home,Mobile,Chrome,126,0.6,120
2026-05-04,Jalisco,Social,/blog,/contacto,Tablet,Chrome,185,0.704,234
2026-05-04,Yucatán,CPC,/blog,/exit,Mobile,Chrome,53,0.73,208
2026-05-04,Jalisco,CPC,/servicios,/contacto,Mobile,Chrome,136,0.554,164
2026-05-05,Ciudad de México,Organic,/contacto,/exit,Mobile,Chrome,406,0.545,117
2026-05-05,Puebla,Social,/home,/exit,Mobile,Edge,78,0.636,138
2026-05-05,Ciudad de México,CPC,/blog,/servicios,Tablet,Chrome,293,0.667,245
2026-05-05,Ciudad de México,Organic,/home,/contacto,Mobile,Chrome,386,0.646,155
2026-05-05,Yucatán,Organic,/contacto,/exit,Mobile,Safari,47,0.541,144
2026-05-05,Ciudad de México,Organic,/contacto,/exit,Mobile,Chrome,273,0.528,142
2026-05-05,Guanajuato,Organic,/contacto,/exit,Desktop,Chrome,55,0.339,166
2026-05-05,Estado de México,Organic,/blog,/servicios,Mobile,Chrome,120,0.682,204
2026-05-05,Ciudad de México,CPC,/contacto,/servicios,Desktop,Chrome,367,0.46,160
2026-05-05,Jalisco,Organic,/blog,/servicios,Mobile,Chrome,108,0.613,205
2026-05-05,Jalisco,Social,/nosotros,/blog,Mobile,Chrome,152,0.643,83
2026-05-05,Ciudad de México,CPC,/home,/exit,Tablet,Chrome,397,0.638,204
