user_id,country,age,year,internet_penetration,mental_health_support_index,gdp_index,youth_population_ratio,baseline_addiction_pressure,tiktok_minutes_daily,instagram_minutes_daily,night_usage_ratio,scroll_velocity,addiction_pressure,attention_span_score,dopamine_dependency_score,impulsivity_index,sleep_hours,sleep_quality_index,ASI,MHRI,addiction_score,addiction_level
2680,Angola,49,2024,83.04676452,77.20555401,0.572478415,0.2487121,22.72678282,70.69930474,203.2200761,0.097877003,2.528900552,24.68432288,77.17338493,27.39193809,85.29096612,6.742598374,9.216983977,100,46.56056318,63.69596904,High
2681,Finland,37,2037,48.23013778,82.72639099,0.654646883,0.400108573,67.37708857,60.17747405,95.82858273,0.533296284,3.82445292,78.04301424,86.99949527,15.60060568,27.98689715,5.97787712,5.733629731,99.33487974,35.32529992,57.46774271,High
2682,Iran,48,2058,70.68401325,55.18753163,0.973323855,0.165856403,65.20269112,166.0343653,98.55121553,0.744149197,3.798697556,80.08567505,77.95120159,26.45855809,53.83322563,6.405045705,4.046806427,100,56.68258068,63.22927904,High
2683,Tanzania,29,2016,59.52298347,84.72855328,0.500466362,0.370129996,47.27246389,146.0009887,58.81743024,0.93474954,3.04651272,65.96745469,82.93179842,20.48184189,49.64278124,8.604517259,2.52200368,100,62.21137222,60.24092095,High
2684,India,36,2049,97.20549304,83.57861202,0.435559114,0.326097691,66.62881496,98.75512547,105.0367737,0.912659503,3.31320816,84.88200503,83.01734173,20.37918992,63.41905852,9.059090689,2.698723972,100,68.2159094,60.18959496,High
2685,Mexico,33,2028,83.18764257,42.00491868,0.329302971,0.339222293,50.31514235,93.20656749,13.31052185,0.398996626,2.950603487,58.29507487,91.12357589,10.65170893,64.79415355,5.782450658,6.80802699,69.21840972,48.35694182,39.93505933,Medium
2686,Ghana,14,2059,69.2154377,37.62476071,0.963142862,0.31571512,79.19837471,105.9675109,5.611547845,0.704057751,3.623243208,93.27952973,90.70174511,11.15790587,36.67849281,6.737735009,4.367537993,83.95183939,46.50155644,47.55487263,Medium
2687,Sweden,43,2055,65.4847561,82.47912989,0.719706319,0.204752965,60.35110736,174.1159673,72.83016605,0.695620219,4.574672611,74.26351174,79.42115555,24.69461334,13.34309615,5.566870842,4.43503825,100,34.49635683,62.34730667,High
2688,Laos,56,2016,40.32580491,55.84651408,0.893657855,0.183055036,22.58959472,214.2424491,103.3159956,0.412105661,4.066325376,30.83170793,73.53679627,31.75584448,17.7413156,6.876340509,6.703154715,100,25.35488423,65.87792224,High
2689,Switzerland,45,2033,70.33983187,80.25114083,0.51447818,0.364102261,73.26225097,229.3632815,70.65189499,0.098210403,5.236523015,75.22645903,74.99873529,30.00151765,35.93246441,7.386857194,9.214316774,100,21.89464834,65.00075883,High
2690,Zambia,42,2030,43.74994267,81.41375474,0.275185552,0.457115205,57.65348481,75.93337611,71.07490623,0.382008915,3.841370806,65.29366311,87.74930981,14.70082823,56.01096879,7.097143988,6.943928678,88.78449778,43.285841,51.74266301,High
2691,Saudi Arabia,24,2057,55.26801891,39.93883461,0.212365293,0.289476657,68.76797404,123.4812273,24.5848817,0.992357882,1.163371001,88.61513168,87.66115758,14.8066109,61.42467118,3.043962942,2.06113694,100,70.40665089,57.40330545,High
2692,Maldives,56,2058,85.56244139,67.42950533,0.847488924,0.1852723,20.72926848,200.6108001,131.5778454,0.55503468,3.643603413,31.82996209,72.31761287,33.21886455,93.23555693,8.831178821,5.559722558,100,68.81916568,66.60943228,High
2693,Yemen,24,2039,44.36863445,47.07147424,0.719971145,0.158145178,53.23125706,67.76597233,64.36690749,0.341391006,2.261326122,60.05907719,88.98892668,13.21328798,30.52204689,6.276819568,7.26887195,79.72208016,28.91666369,46.46768407,Medium
2694,Philippines,36,2015,88.89551304,64.34707975,0.312067212,0.310388512,64.76269276,79.0753024,182.9769123,0.743814777,4.312039897,79.63898829,78.16231544,26.20522147,10.92949159,5.167986918,4.049481785,100,35.21733687,63.10261074,High
2695,Laos,36,2016,40.32580491,55.84651408,0.893657855,0.183055036,22.58959472,167.8122047,96.53750941,0.686325792,2.72660415,36.31611056,77.97085715,26.43497141,53.76581341,5.735300377,4.509393664,100,54.33593839,63.21748571,High
2696,Sweden,23,2041,65.4847561,82.47912989,0.719706319,0.204752965,60.35110736,91.87898949,47.42816826,0.578799912,1.674495522,71.92710561,88.39107019,13.93071578,6.659669495,8.585012608,5.369600703,92.80557536,26.48183123,53.36814557,High
2697,Qatar,25,2016,58.39095349,62.66950338,0.542547319,0.372282778,79.16006383,31.47548199,0,0.637432606,3.338241692,91.90871594,97.37704317,3.147548199,16.56190037,8.066528253,4.900539156,41.23504521,33.77825441,22.19129671,Low
2698,Italy,39,2044,52.52800753,76.56842657,0.379415448,0.486926945,54.40627329,70.38495864,38.59272836,0.58493791,2.723078449,66.10503149,90.91852608,10.8977687,55.41352188,6.926974184,5.320496719,77.88635991,51.10427734,44.3920643,Medium
2699,Egypt,20,2024,45.76265473,69.21132712,0.219452773,0.396280251,69.31160356,179.4179474,96.83030885,0.956277032,3.424134822,88.43714419,76.97931198,27.62482562,92.44720526,6.89788311,2.349783746,100,84.4746839,63.81241281,High
2700,Bangladesh,22,2033,95.43043755,30.14264105,0.880909337,0.380542771,45.45332055,134.9420032,0,0.509133932,3.351198693,55.6359992,88.75483307,13.49420032,19.55484667,5.094779602,5.926928541,87.83635889,30.14278063,50.66527961,High
2701,Thailand,20,2056,62.93196009,45.74481929,0.692005781,0.285859474,27.05157481,26.26568353,60.37296572,0.590190913,3.361932225,38.85539307,92.78011256,8.663864925,36.24981775,8.500905239,5.278472696,66.92696114,41.73254539,37.79541303,Medium
2702,South Africa,32,2030,87.69544354,42.62420524,0.777961692,0.164255081,62.05814789,83.46379771,73.39397877,0.471654948,3.374252977,71.49124684,86.92851863,15.68577765,44.28544569,8.373374538,6.226760417,97.29508615,41.00892076,56.4904319,High
2703,Kenya,20,2027,65.96899713,88.02474579,0.341688544,0.184241956,24.88092684,229.3634546,62.99031071,0.600222241,3.872522606,36.88537167,75.63718622,29.23537653,95.3499461,8.947922666,5.198222068,100,71.68386271,64.61768827,High
2704,Sudan,21,2022,90.92310213,43.87464457,0.912004273,0.19135769,57.76391829,115.8307126,70.77473493,0.890826907,3.176741042,75.58045643,84.44954604,18.66054476,73.56149866,7.304158336,2.873384743,100,72.41382562,59.33027238,High
2705,Czechia,19,2045,42.74057435,55.75231118,0.704910901,0.236705846,27.02402099,105.3961223,76.73107447,0.339754567,2.876434243,33.81911233,84.8227336,18.21271968,33.21522181,8.790387827,7.281963462,100,30.1977936,59.10635984,High
2706,Venezuela,26,2059,75.46578569,36.01587158,0.204049267,0.428315168,74.32291859,120.4925362,60.74324426,0.495902869,2.745597498,84.24097597,84.8970183,18.12357804,27.13664778,5.654301101,6.032777047,100,33.40443866,59.06178902,High
2707,Singapore,40,2039,61.04844627,57.50422789,0.614663722,0.340965876,55.00212591,132.3078619,173.4967768,0.448610956,2.643620724,63.97434502,74.51628011,30.58046386,51.85047009,7.099966517,6.411112356,100,43.86967326,65.29023193,High
2708,Bulgaria,14,2053,43.83804399,28.39057571,0.661523108,0.155037721,57.0930838,96.551032,69.16284918,0.397977282,2.7296626,65.05262943,86.1905099,16.57138812,38.13778483,8.391493614,6.816181747,98.77603186,34.98798368,57.67370999,High
2709,Pakistan,55,2035,85.73283658,36.76933235,0.508078183,0.449771444,53.50425498,200.4323507,0,0.821037239,3.860922935,69.92499975,83.29730411,20.04323507,61.67982399,8.09625641,3.431702092,100,63.68140154,60.02161754,High
2710,Paraguay,20,2052,92.34555181,57.07554048,0.429233002,0.412715163,77.02468904,91.74216195,18.18670487,0.231945161,4.3310279,81.66359227,90.8392611,10.99288668,53.47553602,9.417192334,8.144438709,64.24223986,36.01557447,37.61756327,Medium
2711,Italy,25,2055,52.52800753,76.56842657,0.379415448,0.486926945,54.40627329,179.626006,130.0961499,0.499918001,3.79683268,64.4046333,74.18982034,30.97221559,3.376528431,6.079365502,6.000655995,100,21.68498424,65.4861078,High
2712,Jordan,33,2043,81.70458329,65.16209533,0.609073919,0.174916027,51.66206655,229.3466882,122.5220286,0.924634413,3.310105946,70.15475481,70.67760694,35.18687167,7.447524219,8.286054498,2.602924692,100,40.70913865,67.59343584,High
2713,Bangladesh,59,2020,95.43043755,30.14264105,0.880909337,0.380542771,45.45332055,142.6633938,73.74343524,0.161254823,3.09493998,48.67841702,81.96609758,21.6406829,13.40496686,5.19901865,8.709961412,100,13.15267637,60.82034145,High
2714,Iceland,40,2032,41.49972848,82.0960497,0.698312381,0.412804874,78.46368846,57.14145083,29.43417711,0.004644487,3.240438195,78.55657819,92.78536434,8.657562794,65.07492677,4.265545488,9.962844108,43.47359343,32.72324285,26.06557811,Medium
2715,Indonesia,47,2058,42.66841005,36.63462808,0.656048936,0.479080584,23.37819654,131.294521,135.5738044,0.265223566,3.251257322,28.68266786,77.76097288,26.68683254,97.72505038,7.555071059,7.878211472,100,59.47146783,63.34341627,High
2716,Yemen,35,2049,44.36863445,47.07147424,0.719971145,0.158145178,53.23125706,86.17405099,20.64484607,0.92231136,2.409796447,71.67748426,91.09842525,10.68188971,45.26205682,9.673522548,2.621509121,90.30190292,59.52348281,50.49189631,High
2717,Costa Rica,58,2041,73.11535466,64.31710201,0.488152513,0.421744536,31.28726958,173.8847496,118.6813311,0.087624474,2.284416883,33.03975906,75.61949327,29.25660808,14.9395879,9.21401293,9.299004211,100,10.97477289,64.62830404,High
2718,Ethiopia,27,2019,47.20025586,87.37131065,0.952366867,0.322065556,25.09026285,132.4348369,78.54337987,0.137074421,3.089981697,27.83175127,82.41848194,21.09782168,61.00450516,5.699941578,8.90340463,100,35.98522943,60.54891084,High
2719,Uzbekistan,14,2021,87.32962186,33.05629573,0.761987267,0.466872725,72.11594769,112.8567736,124.9812953,0.320339722,2.149969926,78.52274213,80.18016092,23.78380689,62.54092845,6.998273915,7.437282224,100,44.0840531,61.89190345,High
2720,Uzbekistan,24,2024,87.32962186,33.05629573,0.761987267,0.466872725,72.11594769,59.4982247,74.67384682,0.769703631,2.212892427,87.51002032,88.81899404,13.41720715,75.57555123,5.32655944,3.842370949,97.87418101,68.57592087,55.64569408,High
2721,Cuba,48,2024,82.08144245,82.80510306,0.229878551,0.294416187,57.20795587,8.343607711,173.0135255,0.751280759,2.326018574,72.23357105,84.88690556,18.13571332,70.98298461,7.216851215,3.989753926,100,65.54272268,59.06785666,High
2722,Peru,15,2042,91.1043926,72.8885797,0.730801415,0.263034766,20.65025909,71.30755061,7.755428007,0.087070286,4.18781943,22.3916648,93.41141845,7.906297862,68.78424489,7.95660579,9.303437715,43.01430073,37.87493387,25.4602993,Medium
2723,Canada,17,2050,96.09214408,64.54872879,0.267311972,0.335974121,74.1531744,159.0627825,128.7651424,0.933842294,4.496089498,92.83002028,76.01433959,28.78279249,72.48396411,6.428728853,2.529261648,100,73.59567382,64.39139624,High
2724,Mozambique,15,2024,59.185816,66.19888322,0.228753819,0.431218326,74.06948063,190.9680049,82.69392071,0.23881881,3.003478961,78.84585683,77.19483953,27.36619256,81.92250867,7.372256954,8.089449521,100,50.51400673,63.68309628,High
2725,Ethiopia,59,2049,47.20025586,87.37131065,0.952366867,0.322065556,25.09026285,101.3938828,64.80695832,0.280636785,3.063362838,30.70299855,86.14992991,16.62008411,89.54579943,5.96670051,7.754905717,94.32589195,55.99837113,55.47298803,High
2726,Nepal,31,2049,75.27609875,88.99553179,0.335594197,0.174699062,26.67184894,63.31874065,162.7585929,0.386417712,3.723785249,34.40020318,81.1602222,22.60773336,0.340616948,6.109820762,6.908658305,100,15.62701695,61.30386668,High
2727,Portugal,14,2051,50.82086608,81.00224131,0.38979927,0.393590972,46.90673132,131.3836351,49.11998318,0.634492762,2.105916587,59.59658656,84.95803181,18.05036183,66.62199331,5.587224377,4.924057902,100,58.69070715,59.02518092,High
2728,Haiti,56,2034,84.88631787,83.029264,0.858080449,0.28020633,36.64287098,161.3101859,111.7067085,0.521309452,3.122335757,47.06906002,77.24859214,27.30168943,94.12132377,5.683348501,5.829524385,100,67.91303996,63.65084472,High
2729,Vietnam,49,2027,56.00959287,64.26140814,0.99204308,0.375150876,58.95261813,166.6315147,106.1018464,0.928614901,4.984919891,77.52491614,77.27221991,27.27333611,75.78703549,9.631289205,2.571080793,100,75.03811378,63.63666806,High
2730,Iran,29,2025,70.68401325,55.18753163,0.973323855,0.165856403,65.20269112,131.6724274,38.48300754,0.564620656,2.93951498,76.49510423,85.82038042,17.0155435,8.136808004,7.81271061,5.483034755,100,26.65323023,58.50777175,High
2731,Czechia,26,2059,42.74057435,55.75231118,0.704910901,0.236705846,27.02402099,244.2166818,141.2777803,0.857037032,2.896319844,44.16476163,67.87546149,38.54944621,73.63154993,4.258961036,3.143703742,100,71.09725626,69.2747231,High
2732,France,40,2033,97.22468128,31.28549011,0.753516158,0.177459733,77.00371802,196.1329589,201.0522693,0.0782038,2.917067252,78.56779402,66.90123099,39.71852282,25.25963304,7.660715303,9.374369601,100,15.75796852,69.85926141,High
2733,Croatia,39,2042,96.97228995,86.00367927,0.35619439,0.166100925,25.04640837,46.63283312,180.9846539,0.855901963,2.765177193,42.16444764,81.03187608,22.7617487,18.40561175,7.735691909,3.152784293,100,43.43888441,61.38087435,High
2734,UK,22,2052,41.21448516,40.2826017,0.638987031,0.303639997,39.15881826,31.95174076,119.8569208,0.197713152,3.428550537,43.11308129,87.3492782,15.18086616,20.32010491,9.762869194,8.418294786,83.81285687,18.06857853,49.49686151,Medium
2735,Singapore,15,2059,61.04844627,57.50422789,0.614663722,0.340965876,55.00212591,52.18033806,88.59951522,0.362554696,3.3073885,62.25321982,88.26834556,14.07798533,97.21345347,5.19327337,7.099562434,84.89211447,63.10891456,49.4850499,Medium
2736,Israel,48,2018,50.90641288,39.5052525,0.882407564,0.36905097,25.010043,190.1016894,140.8144144,0.319886635,0.956684385,31.4077757,72.42365802,33.09161038,65.91134336,7.867824745,7.440906922,100,45.75113707,66.54580519,High
2737,Zimbabwe,50,2051,58.34795698,38.05591394,0.662624113,0.407274865,55.05885872,17.44450855,148.4017207,0.337281528,3.581817789,61.80448927,86.1794809,16.58462292,97.78552418,6.856942586,7.301747778,96.41437572,62.3840232,56.49949932,High
2738,Denmark,37,2033,76.09932079,76.52081086,0.726090314,0.342229333,67.49474262,147.4535825,104.5484121,0.918681102,2.037584246,85.86836466,78.99983379,25.20019946,84.71952032,7.381722448,2.650551185,100,79.10700423,62.60009973,High
2739,Afghanistan,34,2051,44.39848798,22.85425991,0.487592921,0.218526897,33.41575031,109.7998625,0,0.441593723,3.670169659,42.24762476,90.85001146,10.97998625,92.4896057,8.014812924,6.46725022,72.56368015,63.90855175,41.7718332,Medium
2740,Iran,51,2028,70.68401325,55.18753163,0.973323855,0.165856403,65.20269112,45.31245328,22.18537104,0.26796823,3.035892023,70.56205572,94.37518131,6.749782432,55.49388865,3.735419024,7.856254158,44.46764137,38.46567353,25.6087119,Medium
2741,Norway,59,2045,57.18251927,57.75395693,0.879378728,0.237585014,65.14247177,134.930653,122.9831573,0.294402003,3.141250411,71.03051183,78.50718247,25.79138103,34.87403033,7.803322288,7.644783974,100,29.21309529,62.89569052,High
2742,Kazakhstan,42,2042,48.31452927,42.45460455,0.757612593,0.486416697,37.14272518,109.4133605,116.2346287,0.803336454,3.215356867,53.20945425,81.1960009,22.56479893,73.85341113,7.854764515,3.573308369,100,69.06016372,61.28239946,High
2743,Tunisia,33,2050,93.64990372,41.06148169,0.49612696,0.301848077,42.23852882,168.4161706,76.90309279,0.539114302,2.460905317,53.02081487,79.55672805,24.53192634,1.806565699,7.401229473,5.687085582,100,22.46785494,62.26596317,High
2744,Bulgaria,42,2058,43.83804399,28.39057571,0.661523108,0.155037721,57.0930838,22.38086675,113.728004,0.449497119,2.406321252,66.08302618,88.65759411,13.61088707,64.37499687,5.397644241,6.404023047,86.03432012,50.1673832,49.82260359,Medium
2745,Laos,40,2052,40.32580491,55.84651408,0.893657855,0.183055036,22.58959472,66.38631089,26.78130119,0.926813886,3.747908499,41.12587243,92.23603233,9.316761208,95.64845699,6.790826075,2.585488915,83.65636147,84.89678392,46.48656134,Medium
2746,Thailand,43,2033,62.93196009,45.74481929,0.692005781,0.285859474,27.05157481,67.58774702,91.04461812,0.930007701,2.481779422,45.65172882,86.78063624,15.86323651,84.58634573,9.12656433,2.559938395,100,79.49348089,57.93161826,High
2747,Venezuela,38,2056,75.46578569,36.01587158,0.204049267,0.428315168,74.32291859,159.6987482,83.20079877,0.756118243,1.941900669,89.44528345,79.75837109,24.28995469,18.94641318,6.938995767,3.951054053,100,39.71793632,62.14497735,High
2748,Uzbekistan,55,2015,87.32962186,33.05629573,0.761987267,0.466872725,72.11594769,105.7419495,1.797061667,0.518006514,3.482526312,82.47607797,91.03841574,10.75390112,12.8041775,8.189366194,5.855947888,74.48976614,27.12234931,42.62183363,Medium
2749,Croatia,34,2037,96.97228995,86.00367927,0.35619439,0.166100925,25.04640837,190.8478711,104.3642042,0.11661164,3.434924428,27.37864117,75.39899373,29.52120753,82.6480732,7.77659434,9.067106879,100,45.9885022,64.76060376,High
2750,Sudan,33,2042,90.92310213,43.87464457,0.912004273,0.19135769,57.76391829,96.07234185,23.72719624,0.707949835,2.961771757,71.92291499,90.01670516,11.97995381,5.339058459,8.717890451,4.33640132,88.21776245,30.98752263,50.09885813,High
2751,El Salvador,13,2018,65.22492008,82.7977182,0.372656822,0.30014791,24.66407822,133.2390366,143.7926345,0.815112331,3.216990673,40.96632484,76.91402741,27.70316711,99.53057468,9.448633156,3.479101351,100,82.36978058,63.85158355,High
2752,Ecuador,49,2055,77.61589081,58.86405681,0.634115708,0.21210384,36.85779138,209.0544104,116.7363463,0.852041667,3.116043996,53.89862472,72.85077027,32.57907567,46.73993878,3.902983,3.183666661,100,57.45163608,66.28953784,High
2753,Guatemala,25,2032,69.13394019,44.44467022,0.617794608,0.475765064,41.20113368,13.62409421,66.59047277,0.581865275,3.610702799,52.83843918,93.31545275,8.021456698,92.75925566,6.019355436,5.3450778,63.38189449,69.65423883,35.7016756,Medium
2754,Australia,33,2053,56.57513607,26.3202839,0.901898458,0.479512683,77.73035291,121.7398899,49.11201259,0.616839091,3.83803654,90.06713473,85.76234146,17.08519025,81.12771795,7.064487934,5.065287273,100,65.23742261,58.54259512,High
2755,Peru,58,2039,91.1043926,72.8885797,0.730801415,0.263034766,20.65025909,118.1055682,30.41154169,0.709290942,3.523065325,34.83607792,87.62357417,14.85171099,69.73718988,10,4.325672467,100,63.24023261,57.4258555,High
2756,Saudi Arabia,21,2032,55.26801891,39.93883461,0.212365293,0.289476657,68.76797404,72.72940796,76.20213317,0.873928875,3.896140063,86.24655153,87.58903824,14.89315411,20.57568602,8.647440658,3.008569002,100,45.244998,57.44657706,High
2757,Angola,29,2020,83.04676452,77.20555401,0.572478415,0.2487121,22.72678282,110.1682453,138.6281811,0.045423908,4.622786507,23.63526099,79.26696447,24.87964264,8.56523632,7.821471484,9.636608734,100,6.099574491,62.43982132,High
2758,Qatar,59,2033,58.39095349,62.66950338,0.542547319,0.372282778,79.16006383,138.7307923,83.07557646,0.563221946,3.463451635,90.42450274,81.51613594,22.18063688,65.56664553,7.847133473,5.494224435,100,55.31220059,61.09031844,High
2759,Kenya,33,2026,65.96899713,88.02474579,0.341688544,0.184241956,24.88092684,75.22547947,91.39692969,0.369096198,2.944149161,32.26285079,86.11479924,16.66224092,18.97408909,5.557521519,7.047230419,98.07505248,24.25089245,57.3686467,High
2760,Lebanon,43,2039,83.01142291,32.20565003,0.601213036,0.261641471,79.57788777,123.3244608,44.73697334,0.833159228,1.434382422,96.24107232,85.99488049,16.80614341,82.87133028,7.839368772,3.334726179,100,74.76203424,58.40307171,High
2761,Sri Lanka,51,2049,92.79481368,54.26169322,0.453537604,0.207027049,74.38126311,58.81589152,74.74623201,0.133811142,1.698103027,77.05748594,88.86982304,13.35621235,6.709135817,4.656175253,8.929510867,72.13350743,8.707013573,42.74485989,Medium
2762,Lebanon,34,2015,83.01142291,32.20565003,0.601213036,0.261641471,79.57788777,107.741429,88.71003348,0.909701355,3.373506997,97.77191487,83.6290448,19.64514624,52.38544304,7.245774428,2.722389157,100,62.58077574,59.82257312,High
2763,UAE,24,2019,79.08881478,22.58208631,0.94265485,0.365547534,76.83491464,175.7220883,106.2055476,0.124006612,2.744642674,79.31504688,76.50603034,28.19276359,42.20485277,7.746151629,9.007947106,100,26.06269085,64.0963818,High
2764,Qatar,18,2015,58.39095349,62.66950338,0.542547319,0.372282778,79.16006383,178.5295417,91.20238604,0.089326707,2.509477309,80.94659796,77.52233935,26.97319278,92.48633493,8.380037287,9.285386347,100,49.81623573,63.48659639,High
2765,Spain,28,2022,50.72767307,64.33826296,0.769743377,0.442593042,57.91023273,190.3660567,122.4376187,0.346499195,3.571726197,64.84021662,73.93302705,31.28036754,89.85033521,4.794946084,7.228006444,100,58.78513539,65.64018377,High
2766,Sweden,38,2053,65.4847561,82.47912989,0.719706319,0.204752965,60.35110736,113.9015687,132.7475768,0.994724213,3.713246581,80.24559162,79.44590454,24.66491455,72.02996697,6.483794451,2.042206299,100,75.80395199,62.33245727,High
2767,Turkey,17,2057,86.32538172,49.8975452,0.395191715,0.408263921,52.97173294,100.3965971,176.4231692,0.633802722,3.335775939,65.64778737,76.93168614,27.68197663,75.5317232,5.135051603,4.929578228,100,63.11797046,63.84098831,High
2768,Pakistan,21,2032,85.73283658,36.76933235,0.508078183,0.449771444,53.50425498,164.2774549,110.9954322,0.026438569,2.607197466,54.03302637,77.06059275,27.5272887,70.65321182,8.99848504,9.788491447,100,36.38414867,63.76364435,High
2769,Haiti,58,2060,84.88631787,83.029264,0.858080449,0.28020633,36.64287098,190.0127635,121.0412575,0.24926444,4.974928518,41.62815977,74.07883159,31.10540209,67.47992186,9.605441742,8.005884484,100,43.71053851,65.55270105,High
2770,Finland,52,2023,48.23013778,82.72639099,0.654646883,0.400108573,67.37708857,125.0064006,73.8687216,0.149165386,2.920079561,70.36039628,83.42707315,19.88751222,99.69451669,8.381135309,8.806676914,100,55.81387378,59.94375611,High
2771,Denmark,26,2019,76.09932079,76.52081086,0.726090314,0.342229333,67.49474262,210.7298811,176.934606,0.001004241,3.917216094,67.51482745,67.69462607,38.76644871,73.60675122,5.149854545,9.991966071,100,36.84354525,69.38322436,High
2772,India,56,2018,97.20549304,83.57861202,0.435559114,0.326097691,66.62881496,162.6350503,76.4800698,0.514940771,2.780125205,76.92763038,80.07374,23.91151201,94.55814164,6.963829449,5.880473832,100,67.87670166,61.955756,High
2773,Egypt,54,2058,45.76265473,69.21132712,0.219452773,0.396280251,69.31160356,85.73935351,130.1022051,0.381107671,1.950375809,76.93375698,82.01320345,21.58415586,43.72260161,7.844788692,6.951138633,100,37.10560764,60.79207793,High
2774,Norway,42,2043,57.18251927,57.75395693,0.879378728,0.237585014,65.14247177,93.00176821,75.35556849,0.613280242,3.080945473,77.40807661,85.97022194,16.83573367,99.8124519,7.421283276,5.093758061,100,74.43743564,58.41786684,High
2775,Austria,38,2015,74.95245956,20.48664914,0.913637244,0.296860022,41.05490075,117.5712948,92.77777027,0.216364231,5.492688462,45.38218537,82.47091124,21.03490651,61.44651656,7.815218475,8.269086152,100,39.37782752,60.51745325,High
2776,India,57,2044,97.20549304,83.57861202,0.435559114,0.326097691,66.62881496,25.7728649,100.9985606,0.831053087,3.97964295,83.24987669,89.43571454,12.67714255,90.49294266,7.327329813,3.351575307,96.6278362,78.48859479,54.65248938,High
2777,Brazil,41,2059,75.32085057,55.59994838,0.918843351,0.373100466,69.58744797,86.79359899,2.322688727,0.383163156,2.902489198,77.25071109,92.57364269,8.911628772,9.092386854,7.413945091,6.934694751,59.88467011,19.87271967,34.39814944,Medium
2778,Nepal,31,2015,75.27609875,88.99553179,0.335594197,0.174699062,26.67184894,188.4488749,109.9196712,0.482904697,3.567015042,36.32994287,75.13595449,29.83685461,61.05489936,5.498706173,6.136762426,100,49.84363755,64.91842731,High
2779,Maldives,59,2017,85.56244139,67.42950533,0.847488924,0.1852723,20.72926848,200.7080029,95.98799648,0.732485939,2.682318157,35.37898726,75.27533338,29.66959994,99.27970166,8.30173881,4.140112488,100,78.93928839,64.83479997,High
2780,Cuba,20,2036,82.08144245,82.80510306,0.229878551,0.294416187,57.20795587,137.1618716,66.30688482,0.166165123,3.693548185,60.53125833,83.0442703,20.34687564,6.65621703,4.364451625,8.670679017,100,9.974713429,60.17343782,High
2781,Switzerland,35,2022,70.33983187,80.25114083,0.51447818,0.364102261,73.26225097,147.2620834,49.77006843,0.262343381,4.941898121,78.50911858,83.58065401,19.70321518,94.70496757,8.387513915,7.901252952,100,57.84621902,59.85160759,High
2782,Brazil,54,2032,75.32085057,55.59994838,0.918843351,0.373100466,69.58744797,101.4048329,67.9650673,0.154751996,2.471552466,72.68248788,85.88584165,16.93699002,14.5900111,3.50320413,8.761984033,90.87502995,13.48508539,53.90600999,High
2783,Finland,47,2039,48.23013778,82.72639099,0.654646883,0.400108573,67.37708857,81.59102774,46.86730136,0.768081613,3.272930216,82.73872083,89.29513924,12.84583291,99.61188932,8.793672708,3.855347097,94.95242907,80.52920918,53.89913099,High
2784,Lebanon,43,2034,83.01142291,32.20565003,0.601213036,0.261641471,79.57788777,154.2183918,74.97897712,0.097521814,3.383836394,81.52832406,80.90021926,22.91973689,28.89397423,7.018296038,9.219825485,100,18.34785969,61.45986845,High
2785,Saudi Arabia,47,2045,55.26801891,39.93883461,0.212365293,0.289476657,68.76797404,93.61146031,66.52634583,0.489002962,2.621356484,78.54803328,86.65518282,16.01378061,79.36435587,6.426803629,6.0879763,99.62902157,59.24229644,57.82140109,High
2786,Kazakhstan,44,2044,48.31452927,42.45460455,0.757612593,0.486416697,37.14272518,221.4201108,82.57961868,0.749909638,2.574089264,52.14091793,74.66668921,30.39997294,2.771088323,8.767605545,4.000722899,100,31.38192967,65.19998647,High
2787,Mozambique,17,2030,59.185816,66.19888322,0.228753819,0.431218326,74.06948063,144.5154987,138.075488,0.507761836,3.178497031,84.22471735,76.4507511,28.25909868,28.67950656,8.108418475,5.93790531,100,34.65022673,64.12954934,High
2788,New Zealand,28,2016,72.01906891,78.47117469,0.792614894,0.285135923,42.49223477,146.7163009,54.54442802,0.508676896,2.365552414,52.66577269,83.22827259,20.12607289,60.31968742,6.308215865,5.930584833,100,50.50691955,60.06303645,High
2789,Ecuador,29,2031,77.61589081,58.86405681,0.634115708,0.21210384,36.85779138,56.42891187,70.82618233,0.063674748,4.032078209,38.13128633,89.39540882,12.72550942,22.72542815,9.34416421,9.490602017,66.17453701,13.90970399,39.45002322,Medium
2790,Serbia,44,2024,95.9842467,43.633062,0.594014155,0.190625424,26.06736057,0,105.8320861,0.782861212,2.836147127,41.72458481,91.18065949,10.58320861,76.0746205,7.008669972,3.737110301,84.23049157,69.35175875,47.40685009,Medium
2791,Dominican Republic,50,2021,47.05606051,26.51719375,0.2244002,0.4966768,47.33940517,146.7076535,50.98498531,0.604007689,2.87581412,59.41955896,83.52561344,19.76926388,67.56628762,7.030605554,5.167938484,100,57.94345139,59.88463194,High
2792,Nepal,44,2056,75.27609875,88.99553179,0.335594197,0.174699062,26.67184894,90.18583428,138.1034719,0.667513061,2.066139903,40.02211017,80.97589115,22.82893062,99.08814565,7.487315922,4.659895509,100,76.24459528,61.41446531,High
2793,USA,32,2023,62.09786701,22.200043,0.713625317,0.168088602,26.18743213,179.0382629,51.75579474,0.765799583,2.181180249,41.50342379,80.76716187,23.07940576,58.43223079,7.458559596,3.873603337,100,59.84809871,61.53970288,High
